,party,vote,item,variable,value
918,PPS,vote.6379,Federação partidária,Não,0
919,PPS,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Não,0
920,PPS,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Não,10
921,PPS,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Não,0
922,PPS,vote.6384,Janela de 30 dias para migração entre partidos,Não,10
923,PPS,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Não,0
924,PPS,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Não,9
925,PV,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Não,4
926,PV,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Não,1
927,PV,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Não,5
928,PV,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Não,5
929,PV,vote.6356,Financiamento público e doações apenas de pessoas físicas,Não,4
930,PV,vote.6357,Financiamento exclusivamente público,Não,7
931,PV,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Não,2
932,PV,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Não,0
933,PV,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Não,4
934,PV,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Não,5
935,PV,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Não,0
936,PV,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Não,0
937,PV,vote.6369,Voto facultativo para todas as eleições,Não,3
938,PV,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Não,0
939,PV,vote.6371,Eleições municipais e gerais em um único ano,Não,3
940,PV,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Não,0
941,PV,vote.6373,idade mínima de 18 anos,Não,3
942,PV,vote.6374,Redução da idade mínima para 29 anos,Não,3
943,PV,vote.6375,4 de janeiro para governadores e 5 para presidente,Não,0
944,PV,vote.6377,Cotas para mulheres no legislativo,Não,0
945,PV,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Não,0
946,PV,vote.6379,Federação partidária,Não,7
947,PV,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Não,7
948,PV,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Não,7
949,PV,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Não,1
950,PV,vote.6384,Janela de 30 dias para migração entre partidos,Não,4
951,PV,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Não,5
952,PV,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Não,4
953,PMDB,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Abstenção,0
954,PMDB,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Abstenção,0
955,PMDB,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Abstenção,0
956,PMDB,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Abstenção,1
957,PMDB,vote.6356,Financiamento público e doações apenas de pessoas físicas,Abstenção,1
958,PMDB,vote.6357,Financiamento exclusivamente público,Abstenção,0
959,PMDB,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Abstenção,0
960,PMDB,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Abstenção,0
961,PMDB,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Abstenção,0
962,PMDB,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Abstenção,1
963,PMDB,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Abstenção,0
964,PMDB,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Abstenção,0
965,PMDB,vote.6369,Voto facultativo para todas as eleições,Abstenção,0
966,PMDB,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Abstenção,0
967,PMDB,vote.6371,Eleições municipais e gerais em um único ano,Abstenção,0
968,PMDB,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Abstenção,1
969,PMDB,vote.6373,idade mínima de 18 anos,Abstenção,0
970,PMDB,vote.6374,Redução da idade mínima para 29 anos,Abstenção,0
971,PMDB,vote.6375,4 de janeiro para governadores e 5 para presidente,Abstenção,0
972,PMDB,vote.6377,Cotas para mulheres no legislativo,Abstenção,0
973,PMDB,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Abstenção,0
974,PMDB,vote.6379,Federação partidária,Abstenção,1
975,PMDB,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Abstenção,0
976,PMDB,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Abstenção,0
977,PMDB,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Abstenção,0
978,PMDB,vote.6384,Janela de 30 dias para migração entre partidos,Abstenção,0
979,PMDB,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Abstenção,1
980,PMDB,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Abstenção,0
981,PT,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Abstenção,1
982,PT,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Abstenção,1
983,PT,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Abstenção,1
984,PT,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Abstenção,1
985,PT,vote.6356,Financiamento público e doações apenas de pessoas físicas,Abstenção,1
986,PT,vote.6357,Financiamento exclusivamente público,Abstenção,48
987,PT,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Abstenção,1
988,PT,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Abstenção,1
989,PT,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Abstenção,0
990,PT,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Abstenção,1
991,PT,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Abstenção,2
992,PT,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Abstenção,1
993,PT,vote.6369,Voto facultativo para todas as eleições,Abstenção,1
994,PT,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Abstenção,1
995,PT,vote.6371,Eleições municipais e gerais em um único ano,Abstenção,1
996,PT,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Abstenção,1
997,PT,vote.6373,idade mínima de 18 anos,Abstenção,1
998,PT,vote.6374,Redução da idade mínima para 29 anos,Abstenção,1
999,PT,vote.6375,4 de janeiro para governadores e 5 para presidente,Abstenção,9
1000,PT,vote.6377,Cotas para mulheres no legislativo,Abstenção,1
1001,PT,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Abstenção,1
1002,PT,vote.6379,Federação partidária,Abstenção,2
1003,PT,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Abstenção,1
1004,PT,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Abstenção,1
1005,PT,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Abstenção,4
1006,PT,vote.6384,Janela de 30 dias para migração entre partidos,Abstenção,1
1007,PT,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Abstenção,3
1008,PT,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Abstenção,1
1009,PSDB,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Abstenção,1
1010,PSDB,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Abstenção,0
1011,PSDB,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Abstenção,2
1012,PSDB,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Abstenção,2
1013,PSDB,vote.6356,Financiamento público e doações apenas de pessoas físicas,Abstenção,42
1014,PSDB,vote.6357,Financiamento exclusivamente público,Abstenção,2
1015,PSDB,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Abstenção,0
1016,PSDB,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Abstenção,0
1017,PSDB,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Abstenção,0
1018,PSDB,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Abstenção,2
1019,PSDB,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Abstenção,1
1020,PSDB,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Abstenção,1
1021,PSDB,vote.6369,Voto facultativo para todas as eleições,Abstenção,0
1022,PSDB,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Abstenção,1
1023,PSDB,vote.6371,Eleições municipais e gerais em um único ano,Abstenção,0
1024,PSDB,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Abstenção,1
1025,PSDB,vote.6373,idade mínima de 18 anos,Abstenção,0
1026,PSDB,vote.6374,Redução da idade mínima para 29 anos,Abstenção,0
1027,PSDB,vote.6375,4 de janeiro para governadores e 5 para presidente,Abstenção,0
1028,PSDB,vote.6377,Cotas para mulheres no legislativo,Abstenção,17
1029,PSDB,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Abstenção,0
1030,PSDB,vote.6379,Federação partidária,Abstenção,0
1031,PSDB,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Abstenção,0
1032,PSDB,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Abstenção,0
1033,PSDB,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Abstenção,4
1034,PSDB,vote.6384,Janela de 30 dias para migração entre partidos,Abstenção,1
1035,PSDB,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Abstenção,0
1036,PSDB,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Abstenção,0
1037,PP,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Abstenção,0
1038,PP,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Abstenção,0
1039,PP,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Abstenção,0
1040,PP,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Abstenção,0
1041,PP,vote.6356,Financiamento público e doações apenas de pessoas físicas,Abstenção,2
1042,PP,vote.6357,Financiamento exclusivamente público,Abstenção,1
1043,PP,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Abstenção,0
1044,PP,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Abstenção,0
1045,PP,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Abstenção,0
1046,PP,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Abstenção,0
1047,PP,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Abstenção,0
1048,PP,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Abstenção,0
1049,PP,vote.6369,Voto facultativo para todas as eleições,Abstenção,0
1050,PP,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Abstenção,0
1051,PP,vote.6371,Eleições municipais e gerais em um único ano,Abstenção,0
1052,PP,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Abstenção,0
1053,PP,vote.6373,idade mínima de 18 anos,Abstenção,0
1054,PP,vote.6374,Redução da idade mínima para 29 anos,Abstenção,0
1055,PP,vote.6375,4 de janeiro para governadores e 5 para presidente,Abstenção,0
1056,PP,vote.6377,Cotas para mulheres no legislativo,Abstenção,3
1057,PP,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Abstenção,0
1058,PP,vote.6379,Federação partidária,Abstenção,0
1059,PP,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Abstenção,0
1060,PP,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Abstenção,0
